date,portfolio_value,cash,positions_value,daily_return,daily_pnl,cumulative_return,cumulative_pnl,num_positions
2011-01-24,99229.94603403498,76833.74721415325,22396.198819881727,0.001223417878655788,121.25134900789999,-0.00770053965965024,-770.053965965024,5
2011-01-25,99019.98338717798,82968.84408011643,16051.13930706156,-0.002115920195955524,-209.96264685699134,-0.009800166128220152,-980.0166128220153,4
2011-01-26,99262.52117001408,65959.94531747435,33302.575852539725,0.0024493821806427438,242.53778283609427,-0.0073747882998592106,-737.478829985921,6
2011-01-27,99079.88227764986,58397.682614446814,40682.19966320304,-0.001839958226039854,-182.63889236422256,-0.009201177223501436,-920.1177223501436,7
2011-01-28,98998.56234853441,46232.32861676554,52766.23373176887,-0.0008207511681086144,-81.31992911544512,-0.010014376514655888,-1001.4376514655887,8
2011-01-31,99728.09792532341,67396.24857793357,32331.84934738984,0.0073691532430601985,729.5355767889996,-0.0027190207467658913,-271.9020746765891,7
2011-02-01,100188.71834080594,76323.76563202596,23864.95270877998,0.00461876266633941,460.62041548252455,0.0018871834080593545,188.71834080593544,5
2011-02-02,100144.65112694693,58003.78193272767,42140.86919421927,-0.0004398420759221697,-44.06721385900164,0.001446511269469338,144.6511269469338,8
2011-02-03,100276.86035531547,69842.83323747726,30434.02711783821,0.0013201826246410416,132.20922836853424,0.0027686035531546806,276.86035531546804,8
2011-02-04,100219.98701852112,56363.72069921629,43856.26631930483,-0.0005671631181194521,-56.8733367943496,0.0021998701852111845,219.98701852111844,8
2011-02-07,99953.93737233049,69428.00489882076,30525.932473509733,-0.0026546565620833933,-266.0496461906296,-0.0004606262766951113,-46.06262766951113,6
2011-02-08,100280.26210180689,61973.20197891664,38307.06012289025,0.003264751124919013,326.32472947640053,0.002802621018068894,280.2621018068894,7
2011-02-09,100517.80322074963,59657.3162115149,40860.48700923473,0.0023687724180615146,237.54111894273956,0.00517803220749629,517.803220749629,6
2011-02-10,100592.30873188464,65032.92759516339,35559.38113672125,0.0007412170655121165,74.50551113500842,0.005923087318846373,592.3087318846374,6
2011-02-11,100469.99908579135,66008.78939936492,34461.20968642643,-0.0012158946109815075,-122.30964609328657,0.004699990857913508,469.9990857913508,5
2011-02-14,100287.93975456967,61977.94676832405,38309.99298624562,-0.0018120765689090942,-182.05933122168062,0.002879397545696702,287.9397545696702,6
2011-02-15,100024.56765962449,64355.8068322024,35668.76082742209,-0.0026261591931165487,-263.37209494518174,0.0002456765962448844,24.567659624488442,6
2011-02-16,99977.91928658442,72513.98485855968,27463.934428024746,-0.00046636915441420045,-46.64837304006505,-0.00022080713415576612,-22.08071341557661,6
2011-02-17,100524.83848744785,73352.97464429068,27171.863843157174,0.005470399911961518,546.9192008634272,0.005248384874478506,524.8384874478506,5
2011-02-18,100798.07970822576,74691.37706379528,26106.70264443048,0.002718146329695731,273.24122077791253,0.007980797082257633,798.0797082257632,4
2011-02-21,96615.48188596913,78963.83334540256,17651.648540566574,-0.041494816512018404,-4182.597822256634,-0.033845181140308704,-3384.5181140308705,4
2011-02-22,96261.66228978026,65525.31352065342,30736.34876912684,-0.003662141814978139,-353.8195961888705,-0.03738337710219741,-3738.337710219741,5
